EAN,SKU,Reference,Style,color,UK Size,article_number,outer_material,brand,EU Size,comodity,MRP,PPCN
8909443008821,SVR1133BLUEKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Aqua Blue,8,SVR1133BLUEKBRV,EVA,Svaar,41,Slippers,1299,16
8909443008838,SVR1133CRMKBRV-5,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Beige,5,SVR1133CRMKBRV,EVA,Svaar,38,Slippers,1299,16
8909443008845,SVR1133CRMKBRV-6,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Beige,6,SVR1133CRMKBRV,EVA,Svaar,39,Slippers,1299,16
8909443008852,SVR1133CRMKBRV-7,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Beige,7,SVR1133CRMKBRV,EVA,Svaar,40,Slippers,1299,16
8909443008869,SVR1133CRMKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Beige,8,SVR1133CRMKBRV,EVA,Svaar,41,Slippers,1299,16
8909443008876,SVR1133MELONKBRV-5,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Melon Green,5,SVR1133MELONKBRV,EVA,Svaar,38,Slippers,1299,16
8909443008883,SVR1133MELONKBRV-6,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Melon Green,6,SVR1133MELONKBRV,EVA,Svaar,39,Slippers,1299,16
8909443008890,SVR1133MELONKBRV-7,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Melon Green,7,SVR1133MELONKBRV,EVA,Svaar,40,Slippers,1299,16
8909443008906,SVR1133MELONKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Melon Green,8,SVR1133MELONKBRV,EVA,Svaar,41,Slippers,1299,16
8909443008913,SVR1133ONIONKBRV-5,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Onion Pink,5,SVR1133ONIONKBRV,EVA,Svaar,38,Slippers,1299,16
8909443008920,SVR1133ONIONKBRV-6,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Onion Pink,6,SVR1133ONIONKBRV,EVA,Svaar,39,Slippers,1299,16
8909443008937,SVR1133ONIONKBRV-7,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Onion Pink,7,SVR1133ONIONKBRV,EVA,Svaar,40,Slippers,1299,16
8909443008944,SVR1133ONIONKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Onion Pink,8,SVR1133ONIONKBRV,EVA,Svaar,41,Slippers,1299,16
8909443008951,SVR1133PURPLKBRV-5,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Lavender,5,SVR1133PURPLKBRV,EVA,Svaar,38,Slippers,1299,16
8909443008968,SVR1133PURPLKBRV-6,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Lavender,6,SVR1133PURPLKBRV,EVA,Svaar,39,Slippers,1299,16
8909443008975,SVR1133PURPLKBRV-7,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Lavender,7,SVR1133PURPLKBRV,EVA,Svaar,40,Slippers,1299,16
8909443008982,SVR1133PURPLKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,Lavender,8,SVR1133PURPLKBRV,EVA,Svaar,41,Slippers,1299,16
8909443022193,SVR1133WHITEKBRV-5,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,White,5,SVR1133WHITEKBRV,EVA,Svaar,38,Slippers,1299,16
8909443022209,SVR1133WHITEKBRV-6,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,White,6,SVR1133WHITEKBRV,EVA,Svaar,39,Slippers,1299,16
8909443022216,SVR1133WHITEKBRV-7,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,White,7,SVR1133WHITEKBRV,EVA,Svaar,40,Slippers,1299,16
8909443022223,SVR1133WHITEKBRV-8,SVAAR 1133 WOMEN SLIDES,SVR1133KBRV,White,8,SVR1133WHITEKBRV,EVA,Svaar,41,Slippers,1299,16
8909443000245,SVR1149AQUAKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Blue,6,SVR1149AQUAKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000252,SVR1149AQUAKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Blue,7,SVR1149AQUAKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000269,SVR1149AQUAKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Blue,8,SVR1149AQUAKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000276,SVR1149AQUAKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Blue,9,SVR1149AQUAKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000283,SVR1149AQUAKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Blue,10,SVR1149AQUAKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000290,SVR1149AQUAKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Blue,11,SVR1149AQUAKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000306,SVR1149BLKKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Black,6,SVR1149BLKKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000313,SVR1149BLKKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Black,7,SVR1149BLKKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000320,SVR1149BLKKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Black,8,SVR1149BLKKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000337,SVR1149BLKKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Black,9,SVR1149BLKKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000344,SVR1149BLKKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Black,10,SVR1149BLKKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000351,SVR1149BLKKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Black,11,SVR1149BLKKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000368,SVR1149BLUKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Blue,6,SVR1149BLUKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000375,SVR1149BLUKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Blue,7,SVR1149BLUKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000382,SVR1149BLUKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Blue,8,SVR1149BLUKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000399,SVR1149BLUKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Blue,9,SVR1149BLUKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000405,SVR1149BLUKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Blue,10,SVR1149BLUKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000412,SVR1149BLUKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Blue,11,SVR1149BLUKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000429,SVR1149BRNKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Brown,6,SVR1149BRNKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000436,SVR1149BRNKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Brown,7,SVR1149BRNKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000443,SVR1149BRNKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Brown,8,SVR1149BRNKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000450,SVR1149BRNKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Brown,9,SVR1149BRNKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000467,SVR1149BRNKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Brown,10,SVR1149BRNKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000474,SVR1149BRNKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Brown,11,SVR1149BRNKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000481,SVR1149GRYKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Grey,6,SVR1149GRYKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000498,SVR1149GRYKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Grey,7,SVR1149GRYKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000504,SVR1149GRYKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Grey,8,SVR1149GRYKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000511,SVR1149GRYKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Grey,9,SVR1149GRYKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000528,SVR1149GRYKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Grey,10,SVR1149GRYKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000535,SVR1149GRYKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Grey,11,SVR1149GRYKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000542,SVR1149NEONKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Green,6,SVR1149NEONKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000559,SVR1149NEONKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Green,7,SVR1149NEONKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000566,SVR1149NEONKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Green,8,SVR1149NEONKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000573,SVR1149NEONKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Green,9,SVR1149NEONKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000580,SVR1149NEONKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Green,10,SVR1149NEONKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000597,SVR1149NEONKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Green,11,SVR1149NEONKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000603,SVR1149OLVKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Olive,6,SVR1149OLVKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000610,SVR1149OLVKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Olive,7,SVR1149OLVKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000627,SVR1149OLVKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Olive,8,SVR1149OLVKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000634,SVR1149OLVKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Olive,9,SVR1149OLVKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000641,SVR1149OLVKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Olive,10,SVR1149OLVKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000658,SVR1149OLVKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Olive,11,SVR1149OLVKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000665,SVR1149PEACHKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Beige,6,SVR1149PEACHKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000672,SVR1149PEACHKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Beige,7,SVR1149PEACHKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000689,SVR1149PEACHKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Beige,8,SVR1149PEACHKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000696,SVR1149PEACHKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Beige,9,SVR1149PEACHKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000702,SVR1149PEACHKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Beige,10,SVR1149PEACHKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000719,SVR1149PEACHKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Beige,11,SVR1149PEACHKBRV,EVA,Svaar,45,Clogs,1999,16
8909443008999,SVR1149REDKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,Red,6,SVR1149REDKBRV,EVA,Svaar,40,Clogs,1999,16
8909443009002,SVR1149REDKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,Red,7,SVR1149REDKBRV,EVA,Svaar,41,Clogs,1999,16
8909443009019,SVR1149REDKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,Red,8,SVR1149REDKBRV,EVA,Svaar,42,Clogs,1999,16
8909443009026,SVR1149REDKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,Red,9,SVR1149REDKBRV,EVA,Svaar,43,Clogs,1999,16
8909443009033,SVR1149REDKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,Red,10,SVR1149REDKBRV,EVA,Svaar,44,Clogs,1999,16
8909443009040,SVR1149REDKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,Red,11,SVR1149REDKBRV,EVA,Svaar,45,Clogs,1999,16
8909443000726,SVR1149WHTKBRV-6,SVAAR 1149 BELT,SVR1149KBRV,White,6,SVR1149WHTKBRV,EVA,Svaar,40,Clogs,1999,16
8909443000733,SVR1149WHTKBRV-7,SVAAR 1149 BELT,SVR1149KBRV,White,7,SVR1149WHTKBRV,EVA,Svaar,41,Clogs,1999,16
8909443000740,SVR1149WHTKBRV-8,SVAAR 1149 BELT,SVR1149KBRV,White,8,SVR1149WHTKBRV,EVA,Svaar,42,Clogs,1999,16
8909443000757,SVR1149WHTKBRV-9,SVAAR 1149 BELT,SVR1149KBRV,White,9,SVR1149WHTKBRV,EVA,Svaar,43,Clogs,1999,16
8909443000764,SVR1149WHTKBRV-10,SVAAR 1149 BELT,SVR1149KBRV,White,10,SVR1149WHTKBRV,EVA,Svaar,44,Clogs,1999,16
8909443000771,SVR1149WHTKBRV-11,SVAAR 1149 BELT,SVR1149KBRV,White,11,SVR1149WHTKBRV,EVA,Svaar,45,Clogs,1999,16
8909443009057,SVR1177BLKKBRV-7,Svaar 1177,SVR1177KBRV,Black,7,SVR1177BLKKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009064,SVR1177BLKKBRV-8,Svaar 1177,SVR1177KBRV,Black,8,SVR1177BLKKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009071,SVR1177BLKKBRV-9,Svaar 1177,SVR1177KBRV,Black,9,SVR1177BLKKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009088,SVR1177BLKKBRV-10,Svaar 1177,SVR1177KBRV,Black,10,SVR1177BLKKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009095,SVR1177BRNKBRV-7,Svaar 1177,SVR1177KBRV,Mocha Mousse,7,SVR1177BRNKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009101,SVR1177BRNKBRV-8,Svaar 1177,SVR1177KBRV,Mocha Mousse,8,SVR1177BRNKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009118,SVR1177BRNKBRV-9,Svaar 1177,SVR1177KBRV,Mocha Mousse,9,SVR1177BRNKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009125,SVR1177BRNKBRV-10,Svaar 1177,SVR1177KBRV,Mocha Mousse,10,SVR1177BRNKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009132,SVR1177CRMKBRV-7,Svaar 1177,SVR1177KBRV,Beige,7,SVR1177CRMKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009149,SVR1177CRMKBRV-8,Svaar 1177,SVR1177KBRV,Beige,8,SVR1177CRMKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009156,SVR1177CRMKBRV-9,Svaar 1177,SVR1177KBRV,Beige,9,SVR1177CRMKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009163,SVR1177CRMKBRV-10,Svaar 1177,SVR1177KBRV,Beige,10,SVR1177CRMKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009170,SVR1177GRYKBRV-7,Svaar 1177,SVR1177KBRV,Grey,7,SVR1177GRYKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009187,SVR1177GRYKBRV-8,Svaar 1177,SVR1177KBRV,Grey,8,SVR1177GRYKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009194,SVR1177GRYKBRV-9,Svaar 1177,SVR1177KBRV,Grey,9,SVR1177GRYKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009200,SVR1177GRYKBRV-10,Svaar 1177,SVR1177KBRV,Grey,10,SVR1177GRYKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009217,SVR1177NVYKBRV-7,Svaar 1177,SVR1177KBRV,Navy Blue,7,SVR1177NVYKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009224,SVR1177NVYKBRV-8,Svaar 1177,SVR1177KBRV,Navy Blue,8,SVR1177NVYKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009231,SVR1177NVYKBRV-9,Svaar 1177,SVR1177KBRV,Navy Blue,9,SVR1177NVYKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009248,SVR1177NVYKBRV-10,Svaar 1177,SVR1177KBRV,Navy Blue,10,SVR1177NVYKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009255,SVR1177OLVKBRV-7,Svaar 1177,SVR1177KBRV,Olive Green,7,SVR1177OLVKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009262,SVR1177OLVKBRV-8,Svaar 1177,SVR1177KBRV,Olive Green,8,SVR1177OLVKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009279,SVR1177OLVKBRV-9,Svaar 1177,SVR1177KBRV,Olive Green,9,SVR1177OLVKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009286,SVR1177OLVKBRV-10,Svaar 1177,SVR1177KBRV,Olive Green,10,SVR1177OLVKBRV,EVA,Svaar,44,Clogs,2499,16
8909443009293,SVR1177WHTKBRV-7,Svaar 1177,SVR1177KBRV,White,7,SVR1177WHTKBRV,EVA,Svaar,41,Clogs,2499,16
8909443009309,SVR1177WHTKBRV-8,Svaar 1177,SVR1177KBRV,White,8,SVR1177WHTKBRV,EVA,Svaar,42,Clogs,2499,16
8909443009316,SVR1177WHTKBRV-9,Svaar 1177,SVR1177KBRV,White,9,SVR1177WHTKBRV,EVA,Svaar,43,Clogs,2499,16
8909443009323,SVR1177WHTKBRV-10,Svaar 1177,SVR1177KBRV,White,10,SVR1177WHTKBRV,EVA,Svaar,44,Clogs,2499,16
8909443004205,SVR1651BLKKBRV-7,Svaar 1651,SVR1651KBRV,Black,7,SVR1651BLKKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004212,SVR1651BLKKBRV-8,Svaar 1651,SVR1651KBRV,Black,8,SVR1651BLKKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004229,SVR1651BLKKBRV-9,Svaar 1651,SVR1651KBRV,Black,9,SVR1651BLKKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004236,SVR1651BLKKBRV-10,Svaar 1651,SVR1651KBRV,Black,10,SVR1651BLKKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004243,SVR1651BRNKBRV-7,Svaar 1651,SVR1651KBRV,Brown,7,SVR1651BRNKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004250,SVR1651BRNKBRV-8,Svaar 1651,SVR1651KBRV,Brown,8,SVR1651BRNKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004267,SVR1651BRNKBRV-9,Svaar 1651,SVR1651KBRV,Brown,9,SVR1651BRNKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004274,SVR1651BRNKBRV-10,Svaar 1651,SVR1651KBRV,Brown,10,SVR1651BRNKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004281,SVR1651CRMKBRV-7,Svaar 1651,SVR1651KBRV,Beige,7,SVR1651CRMKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004298,SVR1651CRMKBRV-8,Svaar 1651,SVR1651KBRV,Beige,8,SVR1651CRMKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004304,SVR1651CRMKBRV-9,Svaar 1651,SVR1651KBRV,Beige,9,SVR1651CRMKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004311,SVR1651CRMKBRV-10,Svaar 1651,SVR1651KBRV,Beige,10,SVR1651CRMKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004328,SVR1651GRYKBRV-7,Svaar 1651,SVR1651KBRV,Light Grey,7,SVR1651GRYKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004335,SVR1651GRYKBRV-8,Svaar 1651,SVR1651KBRV,Light Grey,8,SVR1651GRYKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004342,SVR1651GRYKBRV-9,Svaar 1651,SVR1651KBRV,Light Grey,9,SVR1651GRYKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004359,SVR1651GRYKBRV-10,Svaar 1651,SVR1651KBRV,Light Grey,10,SVR1651GRYKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004366,SVR1651MELONKBRV-7,Svaar 1651,SVR1651KBRV,Melon Green,7,SVR1651MELONKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004373,SVR1651MELONKBRV-8,Svaar 1651,SVR1651KBRV,Melon Green,8,SVR1651MELONKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004380,SVR1651MELONKBRV-9,Svaar 1651,SVR1651KBRV,Melon Green,9,SVR1651MELONKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004397,SVR1651MELONKBRV-10,Svaar 1651,SVR1651KBRV,Melon Green,10,SVR1651MELONKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004403,SVR1651NVYKBRV-7,Svaar 1651,SVR1651KBRV,Navy Blue,7,SVR1651NVYKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004410,SVR1651NVYKBRV-8,Svaar 1651,SVR1651KBRV,Navy Blue,8,SVR1651NVYKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004427,SVR1651NVYKBRV-9,Svaar 1651,SVR1651KBRV,Navy Blue,9,SVR1651NVYKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004434,SVR1651NVYKBRV-10,Svaar 1651,SVR1651KBRV,Navy Blue,10,SVR1651NVYKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004441,SVR1651OLVKBRV-7,Svaar 1651,SVR1651KBRV,Olive Green,7,SVR1651OLVKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004458,SVR1651OLVKBRV-8,Svaar 1651,SVR1651KBRV,Olive Green,8,SVR1651OLVKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004465,SVR1651OLVKBRV-9,Svaar 1651,SVR1651KBRV,Olive Green,9,SVR1651OLVKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004472,SVR1651OLVKBRV-10,Svaar 1651,SVR1651KBRV,Olive Green,10,SVR1651OLVKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004489,SVR1651PURPLKBRV-7,Svaar 1651,SVR1651KBRV,Purple,7,SVR1651PURPLKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004496,SVR1651PURPLKBRV-8,Svaar 1651,SVR1651KBRV,Purple,8,SVR1651PURPLKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004502,SVR1651PURPLKBRV-9,Svaar 1651,SVR1651KBRV,Purple,9,SVR1651PURPLKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004519,SVR1651PURPLKBRV-10,Svaar 1651,SVR1651KBRV,Purple,10,SVR1651PURPLKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004526,SVR1651REDKBRV-7,Svaar 1651,SVR1651KBRV,Red,7,SVR1651REDKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004533,SVR1651REDKBRV-8,Svaar 1651,SVR1651KBRV,Red,8,SVR1651REDKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004540,SVR1651REDKBRV-9,Svaar 1651,SVR1651KBRV,Red,9,SVR1651REDKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004557,SVR1651REDKBRV-10,Svaar 1651,SVR1651KBRV,Red,10,SVR1651REDKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004564,SVR1651WHTKBRV-7,Svaar 1651,SVR1651KBRV,White,7,SVR1651WHTKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004571,SVR1651WHTKBRV-8,Svaar 1651,SVR1651KBRV,White,8,SVR1651WHTKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004588,SVR1651WHTKBRV-9,Svaar 1651,SVR1651KBRV,White,9,SVR1651WHTKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004595,SVR1651WHTKBRV-10,Svaar 1651,SVR1651KBRV,White,10,SVR1651WHTKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004601,SVR1651YELLOWKBRV-7,Svaar 1651,SVR1651KBRV,Yellow,7,SVR1651YELLOWKBRV,EVA,Svaar,41,Slippers,1299,16
8909443004618,SVR1651YELLOWKBRV-8,Svaar 1651,SVR1651KBRV,Yellow,8,SVR1651YELLOWKBRV,EVA,Svaar,42,Slippers,1299,16
8909443004625,SVR1651YELLOWKBRV-9,Svaar 1651,SVR1651KBRV,Yellow,9,SVR1651YELLOWKBRV,EVA,Svaar,43,Slippers,1299,16
8909443004632,SVR1651YELLOWKBRV-10,Svaar 1651,SVR1651KBRV,Yellow,10,SVR1651YELLOWKBRV,EVA,Svaar,44,Slippers,1299,16
8909443004649,SVR1652BLKKBRV-7,Svaar 1652,SVR1652KBRV,Black,7,SVR1652BLKKBRV,EVA,Svaar,41,Slides,1299,16
8909443004656,SVR1652BLKKBRV-8,Svaar 1652,SVR1652KBRV,Black,8,SVR1652BLKKBRV,EVA,Svaar,42,Slides,1299,16
8909443004663,SVR1652BLKKBRV-9,Svaar 1652,SVR1652KBRV,Black,9,SVR1652BLKKBRV,EVA,Svaar,43,Slides,1299,16
8909443004670,SVR1652BLKKBRV-10,Svaar 1652,SVR1652KBRV,Black,10,SVR1652BLKKBRV,EVA,Svaar,44,Slides,1299,16
8909443004687,SVR1652BRNKBRV-7,Svaar 1652,SVR1652KBRV,Brown,7,SVR1652BRNKBRV,EVA,Svaar,41,Slides,1299,16
8909443004694,SVR1652BRNKBRV-8,Svaar 1652,SVR1652KBRV,Brown,8,SVR1652BRNKBRV,EVA,Svaar,42,Slides,1299,16
8909443004700,SVR1652BRNKBRV-9,Svaar 1652,SVR1652KBRV,Brown,9,SVR1652BRNKBRV,EVA,Svaar,43,Slides,1299,16
8909443004717,SVR1652BRNKBRV-10,Svaar 1652,SVR1652KBRV,Brown,10,SVR1652BRNKBRV,EVA,Svaar,44,Slides,1299,16
8909443004724,SVR1652CRMKBRV-7,Svaar 1652,SVR1652KBRV,Beige,7,SVR1652CRMKBRV,EVA,Svaar,41,Slides,1299,16
8909443004731,SVR1652CRMKBRV-8,Svaar 1652,SVR1652KBRV,Beige,8,SVR1652CRMKBRV,EVA,Svaar,42,Slides,1299,16
8909443004748,SVR1652CRMKBRV-9,Svaar 1652,SVR1652KBRV,Beige,9,SVR1652CRMKBRV,EVA,Svaar,43,Slides,1299,16
8909443004755,SVR1652CRMKBRV-10,Svaar 1652,SVR1652KBRV,Beige,10,SVR1652CRMKBRV,EVA,Svaar,44,Slides,1299,16
8909443004762,SVR1652GRYKBRV-7,Svaar 1652,SVR1652KBRV,Light Grey,7,SVR1652GRYKBRV,EVA,Svaar,41,Slides,1299,16
8909443004779,SVR1652GRYKBRV-8,Svaar 1652,SVR1652KBRV,Light Grey,8,SVR1652GRYKBRV,EVA,Svaar,42,Slides,1299,16
8909443004786,SVR1652GRYKBRV-9,Svaar 1652,SVR1652KBRV,Light Grey,9,SVR1652GRYKBRV,EVA,Svaar,43,Slides,1299,16
